id_simulacion,longitud_pasos,probabilidad_trayectoria,secuencia_nodos,secuencia_aristas
7413,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
7414,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7415,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7416,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
7417,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7418,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
7419,7,5.8342093753117274e-05,HDB_20 -> HDB_13 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
7420,2,0.08421052631578944,HDB_14 -> HDB_20 -> HDB_10,HDB_14->HDB_20 | HDB_20->HDB_10
7421,5,0.0026592797783933494,HDB_20 -> HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7422,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7423,2,0.010526315789473606,HDB_20 -> HDB_15 -> HDB_4,HDB_20->HDB_15 | HDB_15->HDB_4
7424,2,0.052631578947368425,HDB_13 -> HDB_20 -> HDB_9,HDB_13->HDB_20 | HDB_20->HDB_9
7425,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7426,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7427,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7428,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7429,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7430,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7431,5,0.0014958448753462595,HDB_11 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_17 -> HDB_9,HDB_11->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
7432,2,0.08421052631578944,HDB_13 -> HDB_20 -> HDB_10,HDB_13->HDB_20 | HDB_20->HDB_10
7433,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
7434,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7435,7,0.00028342323953929187,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_17 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_18 | HDB_18->HDB_2
7436,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7437,3,0.015955678670360112,HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
7438,4,0.005263157894736827,HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7439,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7440,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7441,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7442,4,0.23157894736842113,HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7443,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7444,4,0.23157894736842113,HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7445,4,0.23157894736842113,HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7446,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
7447,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7448,5,0.00121883656509695,HDB_11 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_18 -> HDB_2,HDB_11->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_2
7449,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
7450,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7451,4,0.00897506925207757,HDB_20 -> HDB_14 -> HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
7452,1,0.4444444444444444,HDB_7 -> HDB_4,HDB_7->HDB_4
7453,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7454,2,0.052631578947368425,HDB_11 -> HDB_20 -> HDB_9,HDB_11->HDB_20 | HDB_20->HDB_9
7455,8,0.005080623997667305,HDB_11 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7456,2,0.5,HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_2
7457,4,0.08421052631578949,HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7458,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7459,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7460,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7461,2,0.010526315789473606,HDB_20 -> HDB_15 -> HDB_4,HDB_20->HDB_15 | HDB_15->HDB_4
7462,6,0.04387811634349034,HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7463,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7464,3,0.015955678670360112,HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
7465,8,0.004875346260387814,HDB_20 -> HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
7466,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7467,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7468,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7469,8,0.0011456265682430326,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18
7470,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7471,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7472,4,0.23157894736842113,HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7473,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7474,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
7475,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7476,1,0.4444444444444444,HDB_7 -> HDB_4,HDB_7->HDB_4
7477,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
7478,5,0.01595567867036012,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7479,7,0.0009972299168975046,HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7480,8,4.011018945526821e-05,HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_17 -> HDB_18,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_18
7481,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
7482,5,0.00030791660591922987,HDB_20 -> HDB_13 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_10
7483,8,8.02203789105363e-05,HDB_13 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_13,HDB_13->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13
7484,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
7485,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7486,3,0.0009972299168975048,HDB_20 -> HDB_11 -> HDB_20 -> HDB_3,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_3
7487,5,0.0011336929581571658,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_3,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_3
7488,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7489,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7490,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7491,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7492,2,0.010526315789473606,HDB_20 -> HDB_15 -> HDB_4,HDB_20->HDB_15 | HDB_15->HDB_4
7493,3,0.25,HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7494,8,0.0013296398891966747,HDB_20 -> HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
7495,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7496,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7497,8,0.000962644546926437,HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15
7498,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7499,8,7.056422218982344e-05,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7500,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
7501,1,0.4444444444444444,HDB_7 -> HDB_4,HDB_7->HDB_4
7502,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7503,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7504,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
7505,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7506,2,0.125,HDB_17 -> HDB_18 -> HDB_2,HDB_17->HDB_18 | HDB_18->HDB_2
7507,2,0.010526315789473654,HDB_20 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_2
7508,2,0.08421052631578944,HDB_11 -> HDB_20 -> HDB_10,HDB_11->HDB_20 | HDB_20->HDB_10
7509,7,0.00797783933518006,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7510,5,0.00121883656509695,HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_2
7511,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7512,8,0.00797783933518006,HDB_11 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_11->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7513,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
7514,8,0.00797783933518006,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
7515,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
7516,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7517,8,0.0013296398891966747,HDB_20 -> HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
7518,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7519,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7520,8,0.00019093776137383848,HDB_12 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19,HDB_12->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19
7521,7,0.004875346260387814,HDB_20 -> HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7522,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
7523,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7524,8,0.0030231812217524456,HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19,HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19
7525,3,0.0009972299168975048,HDB_20 -> HDB_11 -> HDB_20 -> HDB_3,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_3
7526,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7527,2,0.08421052631578944,HDB_13 -> HDB_20 -> HDB_10,HDB_13->HDB_20 | HDB_20->HDB_10
7528,4,0.23157894736842113,HDB_12 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_12->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7529,4,0.23157894736842113,HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7530,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7531,4,0.08421052631578949,HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7532,8,0.00797783933518006,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
7533,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7534,8,0.0013157894736842068,HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19,HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19
7535,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7536,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7537,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7538,3,0.009750692520775624,HDB_20 -> HDB_13 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_10
7539,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7540,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7541,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7542,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7543,8,0.0013856247266365357,HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7544,5,0.01595567867036012,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7545,4,0.015955678670360112,HDB_11 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_11->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
7546,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
7547,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7548,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7549,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7550,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
7551,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
7552,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
7553,2,0.08421052631578944,HDB_11 -> HDB_20 -> HDB_10,HDB_11->HDB_20 | HDB_20->HDB_10
7554,5,0.009750692520775628,HDB_20 -> HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7555,8,0.001847499635515383,HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19,HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19
7556,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7557,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7558,4,0.08421052631578949,HDB_12 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_12->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
7559,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
7560,1,0.03157894736842102,HDB_20 -> HDB_3,HDB_20->HDB_3
